Node Number,X Location (in),Y Location (in),Z Location (in)
28832,18.947,5.6861,0.
28833,19.028,5.6076,0.
28834,18.787,5.6862,0.
28835,18.867,5.6077,0.
28836,18.627,5.6863,0.
28837,18.707,5.6078,0.
28838,18.466,5.6863,0.
28839,18.546,5.6079,0.
28840,18.306,5.6864,0.
28841,18.386,5.6079,0.
28842,18.145,5.6864,0.
28843,18.226,5.608,0.
28844,17.985,5.6865,0.
28845,18.065,5.6081,0.
28846,17.825,5.6866,0.
28847,17.905,5.6082,0.
28848,17.664,5.6866,0.
28849,17.744,5.6082,0.
28850,17.504,5.6867,0.
28851,17.584,5.6083,0.
28852,17.343,5.6867,0.
28853,17.424,5.6084,0.
28854,17.183,5.6868,0.
28855,17.263,5.6085,0.
28856,17.023,5.6869,0.
28857,17.103,5.6085,0.
28858,16.862,5.6869,0.
28859,16.942,5.6086,0.
28860,16.702,5.687,0.
28861,16.782,5.6087,0.
28862,16.541,5.687,0.
28863,16.622,5.6088,0.
28864,16.381,5.6871,0.
28865,16.461,5.6088,0.
28866,16.221,5.6872,0.
28867,16.301,5.6089,0.
28868,16.06,5.6872,0.
28869,16.14,5.609,0.
28870,15.9,5.6873,0.
28871,15.98,5.6091,0.
28872,15.739,5.6873,0.
28873,15.82,5.6091,0.
28874,15.579,5.6874,0.
28875,15.659,5.6092,0.
28876,15.419,5.6875,0.
28877,15.499,5.6093,0.
28878,15.258,5.6875,0.
28879,15.338,5.6094,0.
28880,15.098,5.6876,0.
28881,15.178,5.6094,0.
28882,14.937,5.6877,0.
28883,15.018,5.6095,0.
28884,14.777,5.6877,0.
28885,14.857,5.6096,0.
28886,14.617,5.6878,0.
28887,14.697,5.6097,0.
28888,14.456,5.6878,0.
28889,14.536,5.6098,0.
28890,14.296,5.6879,0.
28891,14.376,5.6098,0.
28892,14.135,5.688,0.
28893,14.216,5.6099,0.
28894,13.975,5.688,0.
28895,14.055,5.61,0.
28896,13.815,5.6881,0.
28897,13.895,5.6101,0.
28898,13.654,5.6881,0.
28899,13.734,5.6101,0.
28900,13.494,5.6882,0.
28901,13.574,5.6102,0.
28902,13.333,5.6883,0.
28903,13.414,5.6103,0.
28904,13.173,5.6883,0.
28905,13.253,5.6104,0.
28906,13.013,5.6884,0.
28907,13.093,5.6104,0.
28908,12.852,5.6884,0.
28909,12.932,5.6105,0.
28910,12.692,5.6885,0.
28911,12.772,5.6106,0.
28912,12.531,5.6886,0.
28913,12.612,5.6107,0.
28914,12.371,5.6886,0.
28915,12.451,5.6107,0.
28916,12.211,5.6887,0.
28917,12.291,5.6108,0.
28918,12.05,5.6887,0.
28919,12.13,5.6109,0.
28920,11.89,5.6888,0.
28921,11.97,5.611,0.
28922,11.729,5.6889,0.
28923,11.81,5.611,0.
28924,11.569,5.6889,0.
28925,11.649,5.6111,0.
28926,11.409,5.689,0.
28927,11.489,5.6112,0.
28928,11.248,5.6891,0.
28929,11.328,5.6113,0.
28930,11.088,5.6891,0.
28931,11.168,5.6114,0.
28932,10.927,5.6892,0.
28933,11.008,5.6114,0.
28934,10.767,5.6892,0.
28935,10.847,5.6115,0.
28936,10.607,5.6893,0.
28937,10.687,5.6116,0.
28938,10.446,5.6894,0.
28939,10.526,5.6117,0.
28940,10.286,5.6894,0.
28941,10.366,5.6117,0.
28942,10.125,5.6895,0.
28943,10.206,5.6118,0.
28944,9.9649,5.6895,0.
28945,10.045,5.6119,0.
28946,9.8045,5.6896,0.
28947,9.8847,5.612,0.
28948,9.6441,5.6897,0.
28949,9.7243,5.612,0.
28950,9.4837,5.6897,0.
28951,9.5639,5.6121,0.
28952,9.3233,5.6898,0.
28953,9.4035,5.6122,0.
28954,9.1629,5.6898,0.
28955,9.2431,5.6123,0.
28956,9.0025,5.6899,0.
28957,9.0827,5.6123,0.
28958,8.8421,5.69,0.
28959,8.9223,5.6124,0.
28960,8.6817,5.69,0.
28961,8.7619,5.6125,0.
28962,8.5213,5.6901,0.
28963,8.6015,5.6126,0.
28964,8.3609,5.6901,0.
28965,8.4411,5.6126,0.
28966,8.2005,5.6902,0.
28967,8.2807,5.6127,0.
28968,8.0401,5.6903,0.
28969,8.1203,5.6128,0.
28970,7.8797,5.6903,0.
28971,7.9599,5.6129,0.
28972,7.7193,5.6904,0.
28973,7.7995,5.6129,0.
28974,7.5589,5.6905,0.
28975,7.6391,5.613,0.
28976,7.3985,5.6905,0.
28977,7.4787,5.6131,0.
28978,7.2381,5.6906,0.
28979,7.3183,5.6132,0.
28980,7.0777,5.6906,0.
28981,7.1579,5.6133,0.
28982,6.9173,5.6907,0.
28983,6.9975,5.6133,0.
28984,6.7569,5.6908,0.
28985,6.8371,5.6134,0.
28986,6.5965,5.6908,0.
28987,6.6767,5.6135,0.
28988,6.4361,5.6909,0.
28989,6.5163,5.6136,0.
28990,6.2757,5.6909,0.
28991,6.3559,5.6136,0.
28992,6.1153,5.691,0.
28993,6.1955,5.6137,0.
28994,5.9549,5.6911,0.
28995,6.0351,5.6138,0.
28996,5.7945,5.6911,0.
28997,5.8747,5.6139,0.
28998,5.6341,5.6912,0.
28999,5.7143,5.6139,0.
29000,5.4737,5.6912,0.
29001,5.5539,5.614,0.
29002,5.3133,5.6913,0.
29003,5.3935,5.6141,0.
29004,5.1529,5.6914,0.
29005,5.2331,5.6142,0.
29006,4.9925,5.6914,0.
29007,5.0727,5.6142,0.
29008,4.8321,5.6915,0.
29009,4.9123,5.6143,0.
29010,4.6717,5.6915,0.
29011,4.7519,5.6144,0.
29012,4.5113,5.6916,0.
29013,4.5915,5.6145,0.
29014,4.3509,5.6917,0.
29015,4.4311,5.6145,0.
29016,4.1905,5.6917,0.
29017,4.2707,5.6146,0.
29018,4.0301,5.6918,0.
29019,4.1103,5.6147,0.
29020,3.8697,5.6919,0.
29021,3.9499,5.6148,0.
29022,3.7093,5.6919,0.
29023,3.7895,5.6149,0.
29024,3.5489,5.692,0.
29025,3.6291,5.6149,0.
29026,3.3885,5.692,0.
29027,3.4687,5.615,0.
29028,3.2281,5.6921,0.
29029,3.3083,5.6151,0.
29030,3.0677,5.6922,0.
29031,3.1479,5.6152,0.
29032,2.9073,5.6922,0.
29033,2.9875,5.6152,0.
29034,2.8271,5.6153,0.
29035,2.7469,5.6923,0.
29036,23.759,5.5265,0.
29037,23.84,5.4475,0.
29038,23.92,5.5264,0.
29039,23.599,5.5265,0.
29040,23.679,5.4476,0.
29041,23.439,5.5266,0.
29042,23.519,5.4477,0.
29043,23.278,5.5267,0.
29044,23.358,5.4478,0.
29045,23.118,5.5268,0.
29046,23.198,5.4479,0.
29047,22.957,5.5269,0.
29048,23.038,5.448,0.
29049,22.797,5.527,0.
29050,22.877,5.4481,0.
29051,22.637,5.5271,0.
29052,22.717,5.4482,0.
29053,22.476,5.5272,0.
29054,22.556,5.4483,0.
29055,22.316,5.5273,0.
29056,22.396,5.4484,0.
29057,22.155,5.5274,0.
29058,22.236,5.4485,0.
29059,21.995,5.5275,0.
29060,22.075,5.4486,0.
29061,21.835,5.5275,0.
29062,21.915,5.4488,0.
29063,21.674,5.5276,0.
29064,21.754,5.4489,0.
29065,21.514,5.5277,0.
29066,21.594,5.449,0.
29067,21.353,5.5278,0.
29068,21.434,5.4491,0.
29069,21.193,5.5279,0.
29070,21.273,5.4492,0.
29071,21.033,5.528,0.
29072,21.113,5.4493,0.
29073,20.872,5.5281,0.
29074,20.952,5.4494,0.
29075,20.712,5.5282,0.
29076,20.792,5.4495,0.
29077,20.551,5.5283,0.
29078,20.632,5.4496,0.
29079,20.391,5.5284,0.
29080,20.471,5.4497,0.
29081,20.231,5.5285,0.
29082,20.311,5.4498,0.
29083,20.07,5.5286,0.
29084,20.15,5.4499,0.
29085,19.91,5.5286,0.
29086,19.99,5.45,0.
29087,19.749,5.5287,0.
29088,19.83,5.4501,0.
29089,19.589,5.5288,0.
29090,19.669,5.4502,0.
29091,19.429,5.5289,0.
29092,19.509,5.4504,0.
29093,19.268,5.529,0.
29094,19.348,5.4505,0.
29095,19.108,5.5291,0.
29096,19.188,5.4506,0.
29097,18.947,5.5292,0.
29098,19.028,5.4507,0.
29099,18.787,5.5293,0.
29100,18.867,5.4508,0.
29101,18.627,5.5294,0.
29102,18.707,5.4509,0.
29103,18.466,5.5295,0.
29104,18.546,5.451,0.
29105,18.306,5.5296,0.
29106,18.386,5.4511,0.
29107,18.145,5.5296,0.
29108,18.226,5.4512,0.
29109,17.985,5.5297,0.
29110,18.065,5.4513,0.
29111,17.825,5.5298,0.
29112,17.905,5.4514,0.
29113,17.664,5.5299,0.
29114,17.744,5.4515,0.
29115,17.504,5.53,0.
29116,17.584,5.4516,0.
29117,17.343,5.5301,0.
29118,17.424,5.4517,0.
29119,17.183,5.5302,0.
29120,17.263,5.4518,0.
29121,17.023,5.5303,0.
29122,17.103,5.4519,0.
29123,16.862,5.5304,0.
29124,16.942,5.4521,0.
29125,16.702,5.5305,0.
29126,16.782,5.4522,0.
29127,16.541,5.5306,0.
29128,16.622,5.4523,0.
29129,16.381,5.5307,0.
29130,16.461,5.4524,0.
29131,16.221,5.5307,0.
29132,16.301,5.4525,0.
29133,16.06,5.5308,0.
29134,16.14,5.4526,0.
29135,15.9,5.5309,0.
29136,15.98,5.4527,0.
29137,15.739,5.531,0.
29138,15.82,5.4528,0.
29139,15.579,5.5311,0.
29140,15.659,5.4529,0.
29141,15.419,5.5312,0.
29142,15.499,5.453,0.
29143,15.258,5.5313,0.
29144,15.338,5.4531,0.
29145,15.098,5.5314,0.
29146,15.178,5.4532,0.
29147,14.937,5.5315,0.
29148,15.018,5.4533,0.
29149,14.777,5.5316,0.
29150,14.857,5.4534,0.
29151,14.617,5.5317,0.
29152,14.697,5.4535,0.
29153,14.456,5.5317,0.
29154,14.536,5.4537,0.
29155,14.296,5.5318,0.
29156,14.376,5.4538,0.
29157,14.135,5.5319,0.
29158,14.216,5.4539,0.
29159,13.975,5.532,0.
29160,14.055,5.454,0.
29161,13.815,5.5321,0.
29162,13.895,5.4541,0.
29163,13.654,5.5322,0.
29164,13.734,5.4542,0.
29165,13.494,5.5323,0.
29166,13.574,5.4543,0.
29167,13.333,5.5324,0.
29168,13.414,5.4544,0.
29169,13.173,5.5325,0.
29170,13.253,5.4545,0.
29171,13.013,5.5326,0.
29172,13.093,5.4546,0.
29173,12.852,5.5327,0.
29174,12.932,5.4547,0.
29175,12.692,5.5328,0.
29176,12.772,5.4548,0.
29177,12.531,5.5328,0.
29178,12.612,5.4549,0.
29179,12.371,5.5329,0.
29180,12.451,5.455,0.
29181,12.211,5.533,0.
29182,12.291,5.4551,0.
29183,12.05,5.5331,0.
29184,12.13,5.4553,0.
29185,11.89,5.5332,0.
29186,11.97,5.4554,0.
29187,11.729,5.5333,0.
29188,11.81,5.4555,0.
29189,11.569,5.5334,0.
29190,11.649,5.4556,0.
29191,11.409,5.5335,0.
29192,11.489,5.4557,0.
29193,11.248,5.5336,0.
29194,11.328,5.4558,0.
29195,11.088,5.5337,0.
29196,11.168,5.4559,0.
29197,10.927,5.5338,0.
29198,11.008,5.456,0.
29199,10.767,5.5338,0.
29200,10.847,5.4561,0.
29201,10.607,5.5339,0.
29202,10.687,5.4562,0.
29203,10.446,5.534,0.
29204,10.526,5.4563,0.
29205,10.286,5.5341,0.
29206,10.366,5.4564,0.
29207,10.125,5.5342,0.
29208,10.206,5.4565,0.
29209,9.9649,5.5343,0.
29210,10.045,5.4566,0.
29211,9.8045,5.5344,0.
29212,9.8847,5.4567,0.
29213,9.6441,5.5345,0.
29214,9.7243,5.4569,0.
29215,9.4837,5.5346,0.
29216,9.5639,5.457,0.
29217,9.3233,5.5347,0.
29218,9.4035,5.4571,0.
29219,9.1629,5.5348,0.
29220,9.2431,5.4572,0.
29221,9.0025,5.5349,0.
29222,9.0827,5.4573,0.
29223,8.8421,5.5349,0.
29224,8.9223,5.4574,0.
29225,8.6817,5.535,0.
29226,8.7619,5.4575,0.
29227,8.5213,5.5351,0.
29228,8.6015,5.4576,0.
29229,8.3609,5.5352,0.
29230,8.4411,5.4577,0.
29231,8.2005,5.5353,0.
29232,8.2807,5.4578,0.
29233,8.0401,5.5354,0.
29234,8.1203,5.4579,0.
29235,7.8797,5.5355,0.
29236,7.9599,5.458,0.
29237,7.7193,5.5356,0.
29238,7.7995,5.4581,0.
29239,7.5589,5.5357,0.
29240,7.6391,5.4582,0.
29241,7.3985,5.5358,0.
29242,7.4787,5.4583,0.
29243,7.2381,5.5359,0.
29244,7.3183,5.4584,0.
29245,7.0777,5.536,0.
29246,7.1579,5.4586,0.
29247,6.9173,5.536,0.
29248,6.9975,5.4587,0.
29249,6.7569,5.5361,0.
29250,6.8371,5.4588,0.
29251,6.5965,5.5362,0.
29252,6.6767,5.4589,0.
29253,6.4361,5.5363,0.
29254,6.5163,5.459,0.
29255,6.2757,5.5364,0.
29256,6.3559,5.4591,0.
29257,6.1153,5.5365,0.
29258,6.1955,5.4592,0.
29259,5.9549,5.5366,0.
29260,6.0351,5.4593,0.
29261,5.7945,5.5367,0.
29262,5.8747,5.4594,0.
29263,5.6341,5.5368,0.
29264,5.7143,5.4595,0.
29265,5.4737,5.5369,0.
29266,5.5539,5.4596,0.
29267,5.3133,5.537,0.
29268,5.3935,5.4597,0.
29269,5.1529,5.537,0.
29270,5.2331,5.4598,0.
29271,4.9925,5.5371,0.
29272,5.0727,5.4599,0.
29273,4.8321,5.5372,0.
29274,4.9123,5.46,0.
29275,4.6717,5.5373,0.
29276,4.7519,5.4602,0.
29277,4.5113,5.5374,0.
29278,4.5915,5.4603,0.
29279,4.3509,5.5375,0.
29280,4.4311,5.4604,0.
29281,4.1905,5.5376,0.
29282,4.2707,5.4605,0.
29283,4.0301,5.5377,0.
29284,4.1103,5.4606,0.
29285,3.8697,5.5378,0.
29286,3.9499,5.4607,0.
29287,3.7093,5.5379,0.
29288,3.7895,5.4608,0.
29289,3.5489,5.538,0.
29290,3.6291,5.4609,0.
29291,3.3885,5.5381,0.
29292,3.4687,5.461,0.
29293,3.2281,5.5381,0.
29294,3.3083,5.4611,0.
29295,3.0677,5.5382,0.
29296,3.1479,5.4612,0.
29297,2.9073,5.5383,0.
29298,2.9875,5.4613,0.
29299,2.8271,5.4614,0.
29300,2.7469,5.5384,0.
29301,23.759,5.3686,0.
29302,23.84,5.2896,0.
29303,23.92,5.3685,0.
29304,23.599,5.3687,0.
29305,23.679,5.2897,0.
29306,23.439,5.3688,0.
29307,23.519,5.2899,0.
29308,23.278,5.369,0.
29309,23.358,5.29,0.
29310,23.118,5.3691,0.
29311,23.198,5.2902,0.
29312,22.957,5.3692,0.
29313,23.038,5.2903,0.
29314,22.797,5.3693,0.
29315,22.877,5.2904,0.
29316,22.637,5.3695,0.
29317,22.717,5.2906,0.
29318,22.476,5.3696,0.
29319,22.556,5.2907,0.
29320,22.316,5.3697,0.
29321,22.396,5.2908,0.
29322,22.155,5.3698,0.
29323,22.236,5.291,0.
29324,21.995,5.3699,0.
29325,22.075,5.2911,0.
29326,21.835,5.3701,0.
29327,21.915,5.2913,0.
29328,21.674,5.3702,0.
29329,21.754,5.2914,0.
29330,21.514,5.3703,0.
29331,21.594,5.2915,0.
29332,21.353,5.3704,0.
29333,21.434,5.2917,0.
29334,21.193,5.3706,0.
29335,21.273,5.2918,0.
29336,21.033,5.3707,0.
29337,21.113,5.2919,0.
29338,20.872,5.3708,0.
29339,20.952,5.2921,0.
29340,20.712,5.3709,0.
29341,20.792,5.2922,0.
29342,20.551,5.371,0.
29343,20.632,5.2924,0.
29344,20.391,5.3712,0.
29345,20.471,5.2925,0.
29346,20.231,5.3713,0.
29347,20.311,5.2926,0.
29348,20.07,5.3714,0.
29349,20.15,5.2928,0.
29350,19.91,5.3715,0.
29351,19.99,5.2929,0.
29352,19.749,5.3716,0.
29353,19.83,5.293,0.
29354,19.589,5.3718,0.
29355,19.669,5.2932,0.
29356,19.429,5.3719,0.
29357,19.509,5.2933,0.
29358,19.268,5.372,0.
29359,19.348,5.2934,0.
29360,19.108,5.3721,0.
29361,19.188,5.2936,0.
29362,18.947,5.3723,0.
29363,19.028,5.2937,0.
29364,18.787,5.3724,0.
29365,18.867,5.2939,0.
29366,18.627,5.3725,0.
29367,18.707,5.294,0.
29368,18.466,5.3726,0.
29369,18.546,5.2941,0.
29370,18.306,5.3727,0.
29371,18.386,5.2943,0.
29372,18.145,5.3729,0.
29373,18.226,5.2944,0.
29374,17.985,5.373,0.
29375,18.065,5.2945,0.
29376,17.825,5.3731,0.
29377,17.905,5.2947,0.
29378,17.664,5.3732,0.
29379,17.744,5.2948,0.
29380,17.504,5.3734,0.
29381,17.584,5.295,0.
29382,17.343,5.3735,0.
29383,17.424,5.2951,0.
29384,17.183,5.3736,0.
29385,17.263,5.2952,0.
29386,17.023,5.3737,0.
29387,17.103,5.2954,0.
29388,16.862,5.3738,0.
29389,16.942,5.2955,0.
29390,16.702,5.374,0.
29391,16.782,5.2956,0.
29392,16.541,5.3741,0.
29393,16.622,5.2958,0.
29394,16.381,5.3742,0.
29395,16.461,5.2959,0.
29396,16.221,5.3743,0.
29397,16.301,5.296,0.
29398,16.06,5.3744,0.
29399,16.14,5.2962,0.
29400,15.9,5.3746,0.
29401,15.98,5.2963,0.
29402,15.739,5.3747,0.
29403,15.82,5.2965,0.
29404,15.579,5.3748,0.
29405,15.659,5.2966,0.
29406,15.419,5.3749,0.
29407,15.499,5.2967,0.
29408,15.258,5.3751,0.
29409,15.338,5.2969,0.
29410,15.098,5.3752,0.
29411,15.178,5.297,0.
29412,14.937,5.3753,0.
29413,15.018,5.2971,0.
29414,14.777,5.3754,0.
29415,14.857,5.2973,0.
29416,14.617,5.3755,0.
29417,14.697,5.2974,0.
29418,14.456,5.3757,0.
29419,14.536,5.2976,0.
29420,14.296,5.3758,0.
29421,14.376,5.2977,0.
29422,14.135,5.3759,0.
29423,14.216,5.2978,0.
29424,13.975,5.376,0.
29425,14.055,5.298,0.
29426,13.815,5.3762,0.
29427,13.895,5.2981,0.
29428,13.654,5.3763,0.
29429,13.734,5.2982,0.
29430,13.494,5.3764,0.
29431,13.574,5.2984,0.
29432,13.333,5.3765,0.
29433,13.414,5.2985,0.
29434,13.173,5.3766,0.
29435,13.253,5.2987,0.
29436,13.013,5.3768,0.
29437,13.093,5.2988,0.
29438,12.852,5.3769,0.
29439,12.932,5.2989,0.
29440,12.692,5.377,0.
29441,12.772,5.2991,0.
29442,12.531,5.3771,0.
29443,12.612,5.2992,0.
29444,12.371,5.3772,0.
29445,12.451,5.2993,0.
29446,12.211,5.3774,0.
29447,12.291,5.2995,0.
29448,12.05,5.3775,0.
29449,12.13,5.2996,0.
29450,11.89,5.3776,0.
29451,11.97,5.2997,0.
29452,11.729,5.3777,0.
29453,11.81,5.2999,0.
29454,11.569,5.3779,0.
29455,11.649,5.3,0.
29456,11.409,5.378,0.
29457,11.489,5.3002,0.
29458,11.248,5.3781,0.
29459,11.328,5.3003,0.
29460,11.088,5.3782,0.
29461,11.168,5.3004,0.
29462,10.927,5.3783,0.
29463,11.008,5.3006,0.
29464,10.767,5.3785,0.
29465,10.847,5.3007,0.
29466,10.607,5.3786,0.
29467,10.687,5.3008,0.
29468,10.446,5.3787,0.
29469,10.526,5.301,0.
29470,10.286,5.3788,0.
29471,10.366,5.3011,0.
29472,10.125,5.379,0.
29473,10.206,5.3013,0.
29474,9.9649,5.3791,0.
29475,10.045,5.3014,0.
29476,9.8045,5.3792,0.
29477,9.8847,5.3015,0.
29478,9.6441,5.3793,0.
29479,9.7243,5.3017,0.
29480,9.4837,5.3794,0.
29481,9.5639,5.3018,0.
29482,9.3233,5.3796,0.
29483,9.4035,5.3019,0.
29484,9.1629,5.3797,0.
29485,9.2431,5.3021,0.
29486,9.0025,5.3798,0.
29487,9.0827,5.3022,0.
29488,8.8421,5.3799,0.
29489,8.9223,5.3024,0.
29490,8.6817,5.38,0.
29491,8.7619,5.3025,0.
29492,8.5213,5.3802,0.
29493,8.6015,5.3026,0.
29494,8.3609,5.3803,0.
29495,8.4411,5.3028,0.
29496,8.2005,5.3804,0.
29497,8.2807,5.3029,0.
29498,8.0401,5.3805,0.
29499,8.1203,5.303,0.
29500,7.8797,5.3807,0.
29501,7.9599,5.3032,0.
29502,7.7193,5.3808,0.
29503,7.7995,5.3033,0.
29504,7.5589,5.3809,0.
29505,7.6391,5.3034,0.
29506,7.3985,5.381,0.
29507,7.4787,5.3036,0.
29508,7.2381,5.3811,0.
29509,7.3183,5.3037,0.
29510,7.0777,5.3813,0.
29511,7.1579,5.3039,0.
29512,6.9173,5.3814,0.
29513,6.9975,5.304,0.
29514,6.7569,5.3815,0.
29515,6.8371,5.3041,0.
29516,6.5965,5.3816,0.
29517,6.6767,5.3043,0.
29518,6.4361,5.3818,0.
29519,6.5163,5.3044,0.
29520,6.2757,5.3819,0.
29521,6.3559,5.3045,0.
29522,6.1153,5.382,0.
29523,6.1955,5.3047,0.
29524,5.9549,5.3821,0.
29525,6.0351,5.3048,0.
29526,5.7945,5.3822,0.
29527,5.8747,5.305,0.
29528,5.6341,5.3824,0.
29529,5.7143,5.3051,0.
29530,5.4737,5.3825,0.
29531,5.5539,5.3052,0.
29532,5.3133,5.3826,0.
29533,5.3935,5.3054,0.
29534,5.1529,5.3827,0.
29535,5.2331,5.3055,0.
29536,4.9925,5.3828,0.
29537,5.0727,5.3056,0.
29538,4.8321,5.383,0.
29539,4.9123,5.3058,0.
29540,4.6717,5.3831,0.
29541,4.7519,5.3059,0.
29542,4.5113,5.3832,0.
29543,4.5915,5.306,0.
29544,4.3509,5.3833,0.
29545,4.4311,5.3062,0.
29546,4.1905,5.3835,0.
29547,4.2707,5.3063,0.
29548,4.0301,5.3836,0.
29549,4.1103,5.3065,0.
29550,3.8697,5.3837,0.
29551,3.9499,5.3066,0.
29552,3.7093,5.3838,0.
29553,3.7895,5.3067,0.
29554,3.5489,5.3839,0.
29555,3.6291,5.3069,0.
29556,3.3885,5.3841,0.
29557,3.4687,5.307,0.
29558,3.2281,5.3842,0.
29559,3.3083,5.3071,0.
29560,3.0677,5.3843,0.
29561,3.1479,5.3073,0.
29562,2.9073,5.3844,0.
29563,2.9875,5.3074,0.
29564,2.8271,5.3076,0.
29565,2.7469,5.3846,0.
29566,23.759,5.2108,0.
29567,23.84,5.1317,0.
29568,23.92,5.2106,0.
29569,23.599,5.2109,0.
29570,23.679,5.1319,0.
29571,23.439,5.2111,0.
29572,23.519,5.1321,0.
29573,23.278,5.2112,0.
29574,23.358,5.1322,0.
29575,23.118,5.2114,0.
29576,23.198,5.1324,0.
29577,22.957,5.2115,0.
29578,23.038,5.1326,0.
29579,22.797,5.2117,0.
29580,22.877,5.1328,0.
29581,22.637,5.2118,0.
29582,22.717,5.1329,0.
29583,22.476,5.212,0.
29584,22.556,5.1331,0.
29585,22.316,5.2121,0.
29586,22.396,5.1333,0.
29587,22.155,5.2123,0.
29588,22.236,5.1334,0.
29589,21.995,5.2124,0.
29590,22.075,5.1336,0.
29591,21.835,5.2126,0.
29592,21.915,5.1338,0.
29593,21.674,5.2127,0.
29594,21.754,5.1339,0.
29595,21.514,5.2129,0.
29596,21.594,5.1341,0.
29597,21.353,5.213,0.
29598,21.434,5.1343,0.
29599,21.193,5.2132,0.
29600,21.273,5.1344,0.
29601,21.033,5.2133,0.
29602,21.113,5.1346,0.
29603,20.872,5.2135,0.
29604,20.952,5.1348,0.
29605,20.712,5.2136,0.
29606,20.792,5.1349,0.
29607,20.551,5.2138,0.
29608,20.632,5.1351,0.
29609,20.391,5.214,0.
29610,20.471,5.1353,0.
29611,20.231,5.2141,0.
29612,20.311,5.1354,0.
29613,20.07,5.2143,0.
29614,20.15,5.1356,0.
29615,19.91,5.2144,0.
29616,19.99,5.1358,0.
29617,19.749,5.2146,0.
29618,19.83,5.1359,0.
29619,19.589,5.2147,0.
29620,19.669,5.1361,0.
29621,19.429,5.2149,0.
29622,19.509,5.1363,0.
29623,19.268,5.215,0.
29624,19.348,5.1364,0.
29625,19.108,5.2152,0.
29626,19.188,5.1366,0.
29627,18.947,5.2153,0.
29628,19.028,5.1368,0.
29629,18.787,5.2155,0.
29630,18.867,5.1369,0.
29631,18.627,5.2156,0.
29632,18.707,5.1371,0.
29633,18.466,5.2158,0.
29634,18.546,5.1373,0.
29635,18.306,5.2159,0.
29636,18.386,5.1374,0.
29637,18.145,5.2161,0.
29638,18.226,5.1376,0.
29639,17.985,5.2162,0.
29640,18.065,5.1378,0.
29641,17.825,5.2164,0.
29642,17.905,5.1379,0.
29643,17.664,5.2165,0.
29644,17.744,5.1381,0.
29645,17.504,5.2167,0.
29646,17.584,5.1383,0.
29647,17.343,5.2168,0.
29648,17.424,5.1384,0.
29649,17.183,5.217,0.
29650,17.263,5.1386,0.
29651,17.023,5.2171,0.
29652,17.103,5.1388,0.
29653,16.862,5.2173,0.
29654,16.942,5.1389,0.
29655,16.702,5.2175,0.
29656,16.782,5.1391,0.
29657,16.541,5.2176,0.
29658,16.622,5.1393,0.
29659,16.381,5.2178,0.
29660,16.461,5.1394,0.
29661,16.221,5.2179,0.
29662,16.301,5.1396,0.
29663,16.06,5.2181,0.
29664,16.14,5.1398,0.
29665,15.9,5.2182,0.
29666,15.98,5.14,0.
29667,15.739,5.2184,0.
29668,15.82,5.1401,0.
29669,15.579,5.2185,0.
29670,15.659,5.1403,0.
29671,15.419,5.2187,0.
29672,15.499,5.1405,0.
29673,15.258,5.2188,0.
29674,15.338,5.1406,0.
29675,15.098,5.219,0.
29676,15.178,5.1408,0.
29677,14.937,5.2191,0.
29678,15.018,5.141,0.
29679,14.777,5.2193,0.
29680,14.857,5.1411,0.
29681,14.617,5.2194,0.
29682,14.697,5.1413,0.
29683,14.456,5.2196,0.
29684,14.536,5.1415,0.
29685,14.296,5.2197,0.
29686,14.376,5.1416,0.
29687,14.135,5.2199,0.
29688,14.216,5.1418,0.
29689,13.975,5.22,0.
29690,14.055,5.142,0.
29691,13.815,5.2202,0.
29692,13.895,5.1421,0.
29693,13.654,5.2203,0.
29694,13.734,5.1423,0.
29695,13.494,5.2205,0.
29696,13.574,5.1425,0.
29697,13.333,5.2206,0.
29698,13.414,5.1426,0.
29699,13.173,5.2208,0.
29700,13.253,5.1428,0.
29701,13.013,5.221,0.
29702,13.093,5.143,0.
29703,12.852,5.2211,0.
29704,12.932,5.1431,0.
29705,12.692,5.2213,0.
29706,12.772,5.1433,0.
29707,12.531,5.2214,0.
29708,12.612,5.1435,0.
29709,12.371,5.2216,0.
29710,12.451,5.1436,0.
29711,12.211,5.2217,0.
29712,12.291,5.1438,0.
29713,12.05,5.2219,0.
29714,12.13,5.144,0.
29715,11.89,5.222,0.
29716,11.97,5.1441,0.
29717,11.729,5.2222,0.
29718,11.81,5.1443,0.
29719,11.569,5.2223,0.
29720,11.649,5.1445,0.
29721,11.409,5.2225,0.
29722,11.489,5.1446,0.
29723,11.248,5.2226,0.
29724,11.328,5.1448,0.
29725,11.088,5.2228,0.
29726,11.168,5.145,0.
29727,10.927,5.2229,0.
29728,11.008,5.1451,0.
29729,10.767,5.2231,0.
29730,10.847,5.1453,0.
29731,10.607,5.2232,0.
29732,10.687,5.1455,0.
29733,10.446,5.2234,0.
29734,10.526,5.1456,0.
29735,10.286,5.2235,0.
29736,10.366,5.1458,0.
29737,10.125,5.2237,0.
29738,10.206,5.146,0.
29739,9.9649,5.2238,0.
29740,10.045,5.1461,0.
29741,9.8045,5.224,0.
29742,9.8847,5.1463,0.
29743,9.6441,5.2241,0.
29744,9.7243,5.1465,0.
29745,9.4837,5.2243,0.
29746,9.5639,5.1466,0.
29747,9.3233,5.2245,0.
29748,9.4035,5.1468,0.
29749,9.1629,5.2246,0.
